candidate_name,url,constituency,party,criminal_cases,education,assets,liabilities,net_assets,ac_no,reservations,district,sub_region,filed_itr,declared_pan,serious_criminal_cases,gender,party_eci
SANTOSH KUMAR AHIRWAR,http://myneta.info/2008mp/candidate.php?candidate_id=772,Chandla,INC,0,Post Graduate,214000,0,214000,49,SC,CHHATARPUR,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Indian National Congress
SANTOSH KUMAR TIWARI,http://myneta.info/2008mp/candidate.php?candidate_id=1706,Deotalab,IND,0,12th Pass,345000,20000,325000,72,GEN,REWA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Independent
SANTOSH PARJAPATI,http://myneta.info/2008mp/candidate.php?candidate_id=1118,Jatara,SP,0,Others,225000,70000,155000,44,SC,TIKAMGARH,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Samajwadi Party
SANTOSH RAI,http://myneta.info/2008mp/candidate.php?candidate_id=2541,Patan,RSMD,1,12th Pass,285547,25000,260547,95,GEN,JABALPUR,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,TRUE,Male,RSMD
SANTOSH SHARMA,http://myneta.info/2008mp/candidate.php?candidate_id=1082,Shajapur,IND,0,8th Pass,342000,0,342000,167,GEN,SHAJAPUR,MALWA PLATEAU,,FALSE,FALSE,Male,Independent
SANTOSH SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=1643,Churhat,GMS,0,Post Graduate,127819,0,127819,76,GEN,SIDHI,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Gondwana Mukti Sena
SANTOSH VISHWAKARMA,http://myneta.info/2008mp/candidate.php?candidate_id=1687,Deori,IJP,0,8th Pass,1103754,282177,821577,38,GEN,SAGAR,VINDHYAN PLEATEAU,,TRUE,FALSE,Male,Indian Justice Party
SANTOSHI UIKEY,http://myneta.info/2008mp/candidate.php?candidate_id=1286,Amarwara,SP,0,12th Pass,10000,0,10000,123,ST,CHHINDWARA,SATPURA PLATEAU,,FALSE,FALSE,Female,Samajwadi Party
SANVEEV CHHOTELAL UIKE,http://myneta.info/2008mp/candidate.php?candidate_id=248,Mandla,INC,0,Post Graduate,1455879,216112,1239767,107,ST,MANDLA,NOTHERN HILLS ZONE OF CHHATTISGARH,,TRUE,FALSE,Male,Indian National Congress
SAPNA VERMA,http://myneta.info/2008mp/candidate.php?candidate_id=809,Sonkatch,IND,0,12th Pass,63000,50000,13000,170,SC,DEWAS,MALWA PLATEAU,,FALSE,FALSE,Female,Independent
SARASWATI PARMAR,http://myneta.info/2008mp/candidate.php?candidate_id=1326,Badnagar,BSP,0,8th Pass,2179000,50000,2129000,218,GEN,UJJAIN,MALWA PLATEAU,,FALSE,FALSE,Female,Bahujan Samaj Party
SARDAR SINGH RAGHUVANSHI,http://myneta.info/2008mp/candidate.php?candidate_id=1146,Basoda,BSP,0,Graduate,11960000,10000,11950000,145,GEN,VIDISHA,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Bahujan Samaj Party
SARDARSINGH DEVIPURA,http://myneta.info/2008mp/candidate.php?candidate_id=1772,Gandhwani,BJSH,0,10th Pass,2799000,1233602,1565398,197,ST,DHAR,MALWA PLATEAU,,FALSE,FALSE,Male,Bharatiya Jan Shakti
SARDDAR AZAD PATEL,http://myneta.info/2008mp/candidate.php?candidate_id=3142,Ujjain Dakshin,IND,0,Not Given,0,0,0,217,GEN,UJJAIN,MALWA PLATEAU,,FALSE,FALSE,Male,Independent
SAREEF KHAN,http://myneta.info/2008mp/candidate.php?candidate_id=655,Chhindwara,IND,0,5th Pass,1845000,250000,1595000,126,GEN,CHHINDWARA,SATPURA PLATEAU,,FALSE,FALSE,Male,Independent
SARLA DANGI,http://myneta.info/2008mp/candidate.php?candidate_id=2641,Prithvipur,IND,0,12th Pass,2275900,0,2275900,45,GEN,TIKAMGARH,BUNDELKHAND ZONE,,FALSE,FALSE,Female,Independent
SAROJ BACHCHAN NAYAK,http://myneta.info/2008mp/candidate.php?candidate_id=916,Bahoriband,JD(U),0,Graduate Professional,6621743,480144,6141599,94,GEN,KATNI,NOTHERN HILLS ZONE OF CHHATTISGARH,,TRUE,FALSE,Male,Janata Dal (United)
SAROJ MANOHARSINGH,http://myneta.info/2008mp/candidate.php?candidate_id=394,Kalapipal,INC,0,10th Pass,14131345,537026,13594319,169,GEN,SHAJAPUR,MALWA PLATEAU,,FALSE,FALSE,Female,Indian National Congress
SARTAJ SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=167,Seoni-Malwa,BJP,0,Graduate,23903200,0,23903200,136,GEN,HOSHANGABAD,CENTRAL NARMADA VALLEY,,TRUE,FALSE,Male,Bharatiya Janata Party
SARVAN CHIRAD,http://myneta.info/2008mp/candidate.php?candidate_id=2065,Karera,IND,0,Not Given,21000,0,21000,23,SC,SHIVPURI,GIRD ZONE,,FALSE,FALSE,Male,Independent
SARVESH,http://myneta.info/2008mp/candidate.php?candidate_id=2204,Lahar,IND,3,10th Pass,1455000,0,1455000,11,GEN,BHIND,GIRD ZONE,,FALSE,TRUE,Male,Independent
SARVESH KAUSHAL,http://myneta.info/2008mp/candidate.php?candidate_id=1322,Ater,IND,0,10th Pass,253000,0,253000,9,GEN,BHIND,GIRD ZONE,,FALSE,FALSE,Male,Independent
SATISH BAMNE,http://myneta.info/2008mp/candidate.php?candidate_id=1197,Amla,IND,0,10th Pass,5000,15000,-10000,130,SC,BETUL,SATPURA PLATEAU,,FALSE,FALSE,Male,Independent
SATISH KUMAR,http://myneta.info/2008mp/candidate.php?candidate_id=1288,Ambah,IND,0,Graduate,90000,0,90000,8,SC,MORENA,GIRD ZONE,,FALSE,FALSE,Male,Independent
SATISH SAXENA,http://myneta.info/2008mp/candidate.php?candidate_id=850,Gwalior East,IND,0,Post Graduate,1530000,0,1530000,16,GEN,GWALIOR,GIRD ZONE,,FALSE,FALSE,Male,Independent
SATPAL NINAMA,http://myneta.info/2008mp/candidate.php?candidate_id=1760,Dr. Ambedkar Nagar-Mhow,SHS,0,10th Pass,667000,0,667000,209,GEN,INDORE,MALWA PLATEAU,,FALSE,FALSE,Male,Shivsena
SATYA NARAYAN SHUKLA,http://myneta.info/2008mp/candidate.php?candidate_id=1825,Gurh,CPI,0,Graduate,2234000,114000,2120000,75,GEN,REWA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Communist Party of India
SATYA PRAKASH,http://myneta.info/2008mp/candidate.php?candidate_id=268,Ambah,BSP,0,Post Graduate,3061000,0,3061000,8,SC,MORENA,GIRD ZONE,,FALSE,FALSE,Male,Bahujan Samaj Party
SATYA PRAKASH TRIPATHI,http://myneta.info/2008mp/candidate.php?candidate_id=1620,Chitrakoot,IND,0,12th Pass,860000,0,860000,61,GEN,SATNA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Independent
SATYADEV KATARE,http://myneta.info/2008mp/candidate.php?candidate_id=48,Ater,INC,0,Graduate Professional,3350359,530788,2819571,9,GEN,BHIND,GIRD ZONE,,TRUE,FALSE,Male,Indian National Congress
SATYANARAYAN CHOUHAN,http://myneta.info/2008mp/candidate.php?candidate_id=3144,Ujjain Uttar,IND,0,Not Given,14500,0,14500,216,GEN,UJJAIN,MALWA PLATEAU,,FALSE,FALSE,Male,Independent
SATYANARAYAN LOWANSHI,http://myneta.info/2008mp/candidate.php?candidate_id=2882,Seoni-Malwa,BJSH,0,Graduate,6334000,766542,5567458,136,GEN,HOSHANGABAD,CENTRAL NARMADA VALLEY,,FALSE,FALSE,Male,Bharatiya Jan Shakti
SATYANARAYAN PATEL,http://myneta.info/2008mp/candidate.php?candidate_id=175,Depalpur,INC,1,12th Pass,300115088,1596593,298518495,203,GEN,INDORE,MALWA PLATEAU,,TRUE,FALSE,Male,Indian National Congress
SATYANARAYAN PATEL,http://myneta.info/2008mp/candidate.php?candidate_id=1879,Harda,SP,0,8th Pass,1255000,500000,755000,135,GEN,HARDA,CENTRAL NARMADA VALLEY,,FALSE,FALSE,Male,Samajwadi Party
SATYAWAN WASNIK,http://myneta.info/2008mp/candidate.php?candidate_id=1358,Balaghat,IND,0,5th Pass,50000,0,50000,111,GEN,BALAGHAT,CHHATTISGARH PLAINS,,FALSE,FALSE,Male,Independent
SATYENDRA AGRAWAL,http://myneta.info/2008mp/candidate.php?candidate_id=797,Damoh,IND,0,10th Pass,160000,0,160000,55,GEN,DAMOH,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Independent
SAVITRI BAI,http://myneta.info/2008mp/candidate.php?candidate_id=1199,Bandhavgarh,BJSH,0,Literate,10000,0,10000,89,ST,UMARIA,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,Bharatiya Jan Shakti
SAVITRI PANDEY,http://myneta.info/2008mp/candidate.php?candidate_id=1615,Chitrakoot,IND,0,8th Pass,554000,0,554000,61,GEN,SATNA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Female,Independent
SAVITRI SINGH DHURVE,http://myneta.info/2008mp/candidate.php?candidate_id=448,Bandhavgarh,INC,0,Graduate,3473611,200000,3273611,89,ST,UMARIA,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Female,Indian National Congress
SAYEED AHMAD,http://myneta.info/2008mp/candidate.php?candidate_id=354,Satna,INC,0,Graduate Professional,15549922,0,15549922,63,GEN,SATNA,KYMORE PLEATEAU AND SATPURA HILLS,,TRUE,FALSE,Male,Indian National Congress
SEEMA YADAV,http://myneta.info/2008mp/candidate.php?candidate_id=2924,Shamshabad,SP,0,Graduate,565000,0,565000,148,GEN,VIDISHA,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Samajwadi Party
SESHABHAN SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=1741,Dhauhani,BJSH,0,10th Pass,996000,0,996000,82,ST,SIDHI,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Bharatiya Jan Shakti
SETU SINGH BHABOR,http://myneta.info/2008mp/candidate.php?candidate_id=594,Jhabua,IND,0,10th Pass,22000,0,22000,193,ST,JHABUA,JHABUA HILLS,,FALSE,FALSE,Male,Independent
SEWA RAM,http://myneta.info/2008mp/candidate.php?candidate_id=1309,Ashta,IND,0,Not Given,189000,0,189000,157,SC,SEHORE,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Independent
SEWAK RAM,http://myneta.info/2008mp/candidate.php?candidate_id=1757,Dindori,JD(U),0,Post Graduate,168000,0,168000,104,ST,DINDORI,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,Janata Dal (United)
SHABNAM,http://myneta.info/2008mp/candidate.php?candidate_id=2177,Kotma,RJD,0,Illiterate,2900000,0,2900000,86,GEN,ANUPPUR,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Female,Rashtriya Janata Dal
SHABUDDIN (THEKEDAR),http://myneta.info/2008mp/candidate.php?candidate_id=1867,Gwalior South,IND,0,5th Pass,1140000,0,1140000,17,GEN,GWALIOR,GIRD ZONE,,FALSE,FALSE,Male,Independent
SHAHABBUDDIN SIDDIQUI,http://myneta.info/2008mp/candidate.php?candidate_id=1516,Bhopal Madhya,GMS,0,Not Given,4961,0,4961,153,GEN,BHOPAL,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Gondwana Mukti Sena
SHAHID KHAN (PAPPU BHAI),http://myneta.info/2008mp/candidate.php?candidate_id=815,Khategaon,IND,0,Literate,1940000,0,1940000,173,GEN,DEWAS,MALWA PLATEAU,,FALSE,FALSE,Male,Independent
SHAILENDRA KUMAR AHIRWAR URF (SHAILLU),http://myneta.info/2008mp/candidate.php?candidate_id=1445,Berasia,SP,0,Graduate,836200,0,836200,149,SC,BHOPAL,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Samajwadi Party
SHAILENDRA KUMAR JAIN,http://myneta.info/2008mp/candidate.php?candidate_id=345,Sagar,BJP,0,Graduate,35834803,3651553,32183250,41,GEN,SAGAR,VINDHYAN PLEATEAU,,TRUE,FALSE,Male,Bharatiya Janata Party
SHAILENDRA KUMAR SHAILY,http://myneta.info/2008mp/candidate.php?candidate_id=1224,Bhopal Dakshin-Paschim,CPI,0,Post Graduate,1940000,0,1940000,152,GEN,BHOPAL,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Communist Party of India
SHAILENDRA PRADHAN,http://myneta.info/2008mp/candidate.php?candidate_id=757,Bhopal Dakshin-Paschim,BJSH,0,Graduate Professional,44529946,647305,43882641,152,GEN,BHOPAL,VINDHYAN PLEATEAU,,TRUE,FALSE,Male,Bharatiya Jan Shakti
SHAILENDRA UIKEY,http://myneta.info/2008mp/candidate.php?candidate_id=2500,Pandhurna,LJP,0,12th Pass,350245,0,350245,128,ST,CHHINDWARA,SATPURA PLATEAU,,FALSE,FALSE,Male,Lok Janshakti Party
SHAILESH SHRIGOPAL SHARMA,http://myneta.info/2008mp/candidate.php?candidate_id=956,Sumawali,BJSH,0,Graduate,0,0,0,5,GEN,MORENA,GIRD ZONE,,FALSE,FALSE,Male,Bharatiya Jan Shakti
SHAKEEL KHAN USMAN KHAN,http://myneta.info/2008mp/candidate.php?candidate_id=1554,Burhanpur,LJP,2,5th Pass,720000,0,720000,180,GEN,BURHANPUR,NIMAR VALLEY,,FALSE,TRUE,Male,Lok Janshakti Party
SHAKIL AHMAD,http://myneta.info/2008mp/candidate.php?candidate_id=894,Jabalpur Uttar,IND,0,5th Pass,5657490,566474,5091016,98,GEN,JABALPUR,KYMORE PLEATEAU AND SATPURA HILLS,,TRUE,FALSE,Male,Independent
SHAKUNTALA LAKHAN KHATIK,http://myneta.info/2008mp/candidate.php?candidate_id=497,Karera,BJSH,0,Not Given,551000,0,551000,23,SC,SHIVPURI,GIRD ZONE,,FALSE,FALSE,Female,Bharatiya Jan Shakti
SHAKUNTALA WASKALE,http://myneta.info/2008mp/candidate.php?candidate_id=20,Rajpur,INC,0,8th Pass,176837,0,176837,188,ST,BARWANI,NIMAR VALLEY,,FALSE,FALSE,Female,Indian National Congress
SHALINI_D_O_DR.BILLORE,http://myneta.info/2008mp/candidate.php?candidate_id=879,Indore -5,BJSH,0,12th Pass,861762,0,861762,208,GEN,INDORE,MALWA PLATEAU,,FALSE,FALSE,Female,Bharatiya Jan Shakti
SHAMBHU CHARAN DUBEY,http://myneta.info/2008mp/candidate.php?candidate_id=2807,Satna,SP,0,Graduate,200000,300000,-100000,63,GEN,SATNA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Samajwadi Party
SHAMBHU LAL,http://myneta.info/2008mp/candidate.php?candidate_id=2916,Shahpura,LJP,0,10th Pass,711000,0,711000,103,ST,DINDORI,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,Lok Janshakti Party
SHAMBHU SHARAN TIWARI,http://myneta.info/2008mp/candidate.php?candidate_id=2771,Sagar,LJP,0,Graduate,6000,25000,-19000,41,GEN,SAGAR,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Lok Janshakti Party
SHAMIM MODI,http://myneta.info/2008mp/candidate.php?candidate_id=859,Harda,SWJP,9,Post Graduate,88382,0,88382,135,GEN,HARDA,CENTRAL NARMADA VALLEY,,FALSE,TRUE,Female,SWJP
SHAMSHER DAHIYA,http://myneta.info/2008mp/candidate.php?candidate_id=2410,Nagod,IND,0,Not Given,195000,0,195000,64,GEN,SATNA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Independent
SHANKAR DAYAL MANJHI,http://myneta.info/2008mp/candidate.php?candidate_id=1833,Gurh,GMS,0,8th Pass,165000,0,165000,75,GEN,REWA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Gondwana Mukti Sena
SHANKAR DHURVE,http://myneta.info/2008mp/candidate.php?candidate_id=2493,Pandhurna,IND,0,Not Given,280000,0,280000,128,ST,CHHINDWARA,SATPURA PLATEAU,,FALSE,FALSE,Male,Independent
SHANKAR DINDOR,http://myneta.info/2008mp/candidate.php?candidate_id=2778,Sailana,BJSH,0,8th Pass,260000,500000,-240000,221,ST,RATLAM,MALWA PLATEAU,,FALSE,FALSE,Male,Bharatiya Jan Shakti
SHANKAR JAIN (PATRAKAR),http://myneta.info/2008mp/candidate.php?candidate_id=1475,Bhind,LSWP,1,8th Pass,399000,0,399000,10,GEN,BHIND,GIRD ZONE,,FALSE,FALSE,Male,Loktantrik Samajwadi Party
SHANKAR LAL,http://myneta.info/2008mp/candidate.php?candidate_id=2174,Kotma,SHS,0,12th Pass,0,0,0,86,GEN,ANUPPUR,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,Shivsena
"SHANKAR LAL ""SHANKAR MAHTO""",http://myneta.info/2008mp/candidate.php?candidate_id=222,Bahoriband,BJSH,1,10th Pass,4609877,390845,4219032,94,GEN,KATNI,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,TRUE,Male,Bharatiya Jan Shakti
SHANKAR LAL BAJAR,http://myneta.info/2008mp/candidate.php?candidate_id=1090,Vijaypur,IND,0,Post Graduate,25000,0,25000,2,GEN,SHEOPUR,GIRD ZONE,,FALSE,FALSE,Male,Independent
SHANKAR LAL BAJAR,http://myneta.info/2008mp/candidate.php?candidate_id=1086,Kalapipal,BSP,0,Graduate,1015000,55000,960000,169,GEN,SHAJAPUR,MALWA PLATEAU,,FALSE,FALSE,Male,Bahujan Samaj Party
SHANKAR LAL DHURVE,http://myneta.info/2008mp/candidate.php?candidate_id=939,Niwas,IND,0,Not Given,115250,0,115250,106,ST,MANDLA,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,Independent
SHANKAR LAL KHATEEK,http://myneta.info/2008mp/candidate.php?candidate_id=1813,Guna,LJP,0,Literate,320000,70500,249500,29,SC,GUNA,GIRD ZONE,,FALSE,FALSE,Male,Lok Janshakti Party
SHANKAR LAL TIWARI,http://myneta.info/2008mp/candidate.php?candidate_id=353,Satna,BJP,3,10th Pass,6041689,2045756,3995933,63,GEN,SATNA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,TRUE,Male,Bharatiya Janata Party
SHANKAR PRATAP SINGH (MUNNA RAJA),http://myneta.info/2008mp/candidate.php?candidate_id=80,Rajnagar,BSP,0,Graduate,20582293,1427824,19154469,50,GEN,CHHATARPUR,BUNDELKHAND ZONE,,TRUE,FALSE,Male,Bahujan Samaj Party
SHANKAR SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=1240,Rajnagar,IND,0,12th Pass,435000,0,435000,50,GEN,CHHATARPUR,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Independent
SHANKAR SONI,http://myneta.info/2008mp/candidate.php?candidate_id=1636,Churhat,BJSH,0,12th Pass,6126200,240,6125960,76,GEN,SIDHI,KYMORE PLEATEAU AND SATPURA HILLS,,TRUE,FALSE,Male,Bharatiya Jan Shakti
SHANKHLAL SAKET,http://myneta.info/2008mp/candidate.php?candidate_id=1114,Devsar,BSP,0,12th Pass,9089315,0,9089315,81,SC,SINGRAULI,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Bahujan Samaj Party
SHANTI LAL RATHORE,http://myneta.info/2008mp/candidate.php?candidate_id=1138,Badnagar,IND,0,Graduate,2366000,0,2366000,218,GEN,UJJAIN,MALWA PLATEAU,,FALSE,FALSE,Male,Independent
SHANTI SAINIK,http://myneta.info/2008mp/candidate.php?candidate_id=1586,Chandla,IND,0,8th Pass,370000,0,370000,49,SC,CHHATARPUR,BUNDELKHAND ZONE,,FALSE,FALSE,Female,Independent
SHANTILAL DHABAI,http://myneta.info/2008mp/candidate.php?candidate_id=445,Badnagar,BJP,0,Graduate Professional,11885044,739634,11145410,218,GEN,UJJAIN,MALWA PLATEAU,,FALSE,FALSE,Male,Bharatiya Janata Party
SHANTISWARUP JOSHI,http://myneta.info/2008mp/candidate.php?candidate_id=2213,Lahar,IND,0,Graduate Professional,1783887,0,1783887,11,GEN,BHIND,GIRD ZONE,,FALSE,FALSE,Male,Independent
SHARDABAI,http://myneta.info/2008mp/candidate.php?candidate_id=987,Sanchi,IND,0,5th Pass,31500,0,31500,142,SC,RAISEN,VINDHYAN PLEATEAU,,FALSE,FALSE,Female,Independent
SHARDENDU TIWARI,http://myneta.info/2008mp/candidate.php?candidate_id=493,Churhat,GGP,0,Graduate Professional,8182500,848969,7333531,76,GEN,SIDHI,KYMORE PLEATEAU AND SATPURA HILLS,,TRUE,FALSE,Male,Gondvana Gantantra Party
SHARIF RAJGIR,http://myneta.info/2008mp/candidate.php?candidate_id=1550,Burhanpur,CPI,0,5th Pass,150900,0,150900,180,GEN,BURHANPUR,NIMAR VALLEY,,FALSE,FALSE,Male,Communist Party of India
SHASHANK BHARGAV,http://myneta.info/2008mp/candidate.php?candidate_id=452,Vidisha,INC,1,Post Graduate,16920306,0,16920306,144,GEN,VIDISHA,VINDHYAN PLEATEAU,,TRUE,FALSE,Male,Indian National Congress
SHASHI THAKUR,http://myneta.info/2008mp/candidate.php?candidate_id=377,Lakhnadon,BJP,0,Graduate,7318448,250000,7068448,117,ST,SEONI,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Female,Bharatiya Janata Party
SHAYAM MADANLAL,http://myneta.info/2008mp/candidate.php?candidate_id=885,Sanwer,IND,0,Post Graduate,85000,0,85000,211,SC,INDORE,MALWA PLATEAU,,FALSE,FALSE,Male,Independent
SHEETAL JAIN,http://myneta.info/2008mp/candidate.php?candidate_id=1096,Shivpuri,BSP,0,Post Graduate,6040932,712000,5328932,25,GEN,SHIVPURI,GIRD ZONE,,TRUE,FALSE,Male,Bahujan Samaj Party
SHEKH HUSAIN (PAPPU BHAI),http://myneta.info/2008mp/candidate.php?candidate_id=2505,Panna,GGP,1,Literate,70000,0,70000,60,GEN,PANNA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,TRUE,Male,Gondvana Gantantra Party
SHEKH SAMMU,http://myneta.info/2008mp/candidate.php?candidate_id=3120,Tikamgarh,IND,0,10th Pass,85000,0,85000,43,GEN,TIKAMGARH,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Independent
SHEKH SINKANDAR,http://myneta.info/2008mp/candidate.php?candidate_id=866,Sohagpur,IND,0,5th Pass,318000,0,318000,138,GEN,HOSHANGABAD,CENTRAL NARMADA VALLEY,,FALSE,FALSE,Male,Independent
SHEKHAR CHOUDARY,http://myneta.info/2008mp/candidate.php?candidate_id=270,Gotegaon,BJP,0,Post Graduate,4634019,83022,4550997,118,SC,NARSINGHPUR,CENTRAL NARMADA VALLEY,,TRUE,FALSE,Male,Bharatiya Janata Party
SHEKHAR JAIN,http://myneta.info/2008mp/candidate.php?candidate_id=1854,Gwalior East,LSWP,0,12th Pass,200,0,200,16,GEN,GWALIOR,GIRD ZONE,,FALSE,FALSE,Male,Loktantrik Samajwadi Party
SHELENDRA KUMAR KARKHOR,http://myneta.info/2008mp/candidate.php?candidate_id=2362,Morena,IND,0,12th Pass,0,0,0,6,GEN,MORENA,GIRD ZONE,,FALSE,FALSE,Male,Independent
SHER SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=2359,Mehgaon,IND,0,Not Given,1238000,0,1238000,12,GEN,BHIND,GIRD ZONE,,FALSE,FALSE,Male,Independent
SHER SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=2461,Niwari,IND,0,Not Given,45000,0,45000,46,GEN,TIKAMGARH,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Independent
SHESH NARAYAN SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=1990,Jaitpur,SP,0,8th Pass,381000,257000,124000,85,ST,SHAHDOL,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,Samajwadi Party
SHESHRAM BAIGA,http://myneta.info/2008mp/candidate.php?candidate_id=1984,Jaisinghnagar,LJP,0,12th Pass,750000,50000,700000,84,ST,SHAHDOL,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,Lok Janshakti Party
SHEVKALI,http://myneta.info/2008mp/candidate.php?candidate_id=1526,Bichhiya,IND,0,Not Given,1100000,0,1100000,105,ST,MANDLA,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,Independent
SHIO SHANKAR PRASAD SONI,http://myneta.info/2008mp/candidate.php?candidate_id=3004,Singrauli,CPI,0,Not Given,47292000,0,47292000,80,GEN,SINGRAULI,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Communist Party of India
SHIV BAHADUR SINGH CHANDEL,http://myneta.info/2008mp/candidate.php?candidate_id=495,Sihawal,BSP,2,Graduate,25264468,162000,25102468,78,GEN,SIDHI,KYMORE PLEATEAU AND SATPURA HILLS,,TRUE,FALSE,Male,Bahujan Samaj Party
SHIV KUMAR AHIRWAR,http://myneta.info/2008mp/candidate.php?candidate_id=1028,Bina,RPI,0,12th Pass,973850,45000,928850,35,SC,SAGAR,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Republican Party of India
SHIV KUMAR KOLI,http://myneta.info/2008mp/candidate.php?candidate_id=2956,Shivpuri,IND,0,Literate,90000,0,90000,25,GEN,SHIVPURI,GIRD ZONE,,FALSE,FALSE,Male,Independent
SHIV KUMAR SEN,http://myneta.info/2008mp/candidate.php?candidate_id=2411,Nagod,RPI(A),0,12th Pass,1604200,45000,1559200,64,GEN,SATNA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Republican Party of India (A)
SHIV MANGAL SINGH TOMAR,http://myneta.info/2008mp/candidate.php?candidate_id=265,Dimani,BJP,3,Graduate Professional,6287565,497795,5789770,7,GEN,MORENA,GIRD ZONE,,FALSE,FALSE,Male,Bharatiya Janata Party
SHIV NARAYAN JAGIRDAR,http://myneta.info/2008mp/candidate.php?candidate_id=443,Ujjain Dakshin,BJP,0,12th Pass,5750000,260000,5490000,217,GEN,UJJAIN,MALWA PLATEAU,,FALSE,FALSE,Male,Bharatiya Janata Party
SHIV PRASAD SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=1993,Jaitpur,RSP,0,10th Pass,568000,0,568000,85,ST,SHAHDOL,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,Revolutionary Socialist Party
SHIV PRASAD SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=704,Pushprajgarh,IND,0,Not Given,491824,0,491824,88,ST,ANUPPUR,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,Independent
SHIV RAJ SHINGH,http://myneta.info/2008mp/candidate.php?candidate_id=363,Budhni,BJP,0,Post Graduate,12331600,1795000,10536600,156,GEN,SEHORE,VINDHYAN PLEATEAU,,TRUE,FALSE,Male,Bharatiya Janata Party
SHIV SHANKAR PATERIYA (MUNNA),http://myneta.info/2008mp/candidate.php?candidate_id=1541,Budhni,BJSH,1,Post Graduate,625000,75000,550000,156,GEN,SEHORE,VINDHYAN PLEATEAU,,TRUE,FALSE,Male,Bharatiya Jan Shakti
SHIV SINGH TOMAR (DIVAKAR GIRI),http://myneta.info/2008mp/candidate.php?candidate_id=1743,Dimani,IND,0,Post Graduate,2090774,0,2090774,7,GEN,MORENA,GIRD ZONE,,FALSE,FALSE,Male,Independent
SHIVBARAN,http://myneta.info/2008mp/candidate.php?candidate_id=2811,Satna,IND,0,Graduate,1475000,0,1475000,63,GEN,SATNA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Independent
